metric,READOUT_CLASS,BASELINE_ONLY,DESCRIPTIVE,pair,family,sealed,feature,feature_kind,parent_value,child_value,delta_raw,delta_standardised,null_sd_used,ci_low,ci_high,sign_agreement,pair_label_recomputed,pair_label_quoted,T4_present_in_parent,T4_parent_value,source_file,json_path
M6,activation,False,True,Qwen__Qwen2.5-1.5B-Instruct -> Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,qwen2.5,False,K2/slope,stored recognition scalar,0.219598,0.220163,0.000565,,,,,True,EFFECTIVE,EFFECTIVE,True,0.219598,LANE_C/results/per_ckpt/Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3.json,candidates.K2.slope
M6,activation,False,True,Qwen__Qwen2.5-1.5B-Instruct -> Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,qwen2.5,False,K2_raw/prior,stored recognition scalar,0.100552,-2.815905,-2.916457,,,,,False,EFFECTIVE,EFFECTIVE,True,0.100552,LANE_C/results/per_ckpt/Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3.json,candidates.K2_raw.prior
M6,activation,False,True,Qwen__Qwen2.5-1.5B-Instruct -> Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,qwen2.5,False,K2_raw/slope,stored recognition scalar,0.382917,0.255022,-0.127895,,,,,False,EFFECTIVE,EFFECTIVE,True,0.382917,LANE_C/results/per_ckpt/Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3.json,candidates.K2_raw.slope
M6,activation,False,True,Qwen__Qwen2.5-1.5B-Instruct -> Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,qwen2.5,False,K4/peak,stored recognition scalar,-0.649187,-3.827783,-3.178596,,,,,False,EFFECTIVE,EFFECTIVE,True,-0.649187,LANE_C/results/per_ckpt/Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3.json,candidates.K4.peak
M6,activation,False,True,Qwen__Qwen2.5-1.5B-Instruct -> Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,qwen2.5,False,K4/plateau,stored recognition scalar,-2.753876,-6.565589,-3.811714,,,,,False,EFFECTIVE,EFFECTIVE,True,-2.753876,LANE_C/results/per_ckpt/Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3.json,candidates.K4.plateau
M6,activation,False,True,Qwen__Qwen2.5-1.5B-Instruct -> Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,qwen2.5,False,K4/tau_tokens,stored recognition scalar,62.038156,76.643011,14.604855,,,,,True,EFFECTIVE,EFFECTIVE,True,62.038156,LANE_C/results/per_ckpt/Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3.json,candidates.K4.tau_tokens
M6,activation,False,True,Qwen__Qwen2.5-1.5B-Instruct -> Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,qwen2.5,False,K5/mean_gain,stored recognition scalar,2.995711,3.042078,0.046367,,,,,True,EFFECTIVE,EFFECTIVE,True,2.995711,LANE_C/results/per_ckpt/Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3.json,candidates.K5.mean_gain
M6,activation,False,True,Qwen__Qwen2.5-1.5B-Instruct -> Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,qwen2.5,False,K5/dispersion,stored recognition scalar,0.12635,0.244058,0.117709,,,,,True,EFFECTIVE,EFFECTIVE,True,0.12635,LANE_C/results/per_ckpt/Goekdeniz-Guelmez__Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3.json,candidates.K5.dispersion
M6,text,True,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,behaviour/harmful_compliance,behavioural ground truth,0.266667,0.555556,0.288889,,,0.03131411466444563,0.5555555555555556,,EFFECTIVE,EFFECTIVE,True,0.266667,LANE_C/results/judged/mlx-community__SmolLM3-3B-abliterated-bf16.jsonl,
M6,text,True,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,behaviour/over_refusal,behavioural ground truth,0.066667,0.0,-0.066667,,,-0.24195171877559854,-0.022222222222222223,,EFFECTIVE,EFFECTIVE,True,0.066667,LANE_C/results/judged/mlx-community__SmolLM3-3B-abliterated-bf16.jsonl,
M6,text,True,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,behaviour/safe_engagement,behavioural ground truth,0.111111,0.155556,0.044444,,,,,,EFFECTIVE,EFFECTIVE,True,0.111111,LANE_C/results/judged/mlx-community__SmolLM3-3B-abliterated-bf16.jsonl,
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,instrument/rcontent_heldout_auroc,stored recognition scalar,1.0,0.998047,-0.001953,,,,,False,EFFECTIVE,EFFECTIVE,True,1.0,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,instrument.rcontent_heldout_auroc
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,instrument/rcontent_splithalf,stored recognition scalar,0.957854,0.949853,-0.008001,,,,,False,EFFECTIVE,EFFECTIVE,True,0.957854,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,instrument.rcontent_splithalf
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,instrument/cos_rcontent_rrequest,stored recognition scalar,0.597427,0.557324,-0.040103,,,,,False,EFFECTIVE,EFFECTIVE,True,0.597427,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,instrument.cos_rcontent_rrequest
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K1/O,stored recognition scalar,2.468085,1.829458,-0.638627,-12.625053,0.050584,,,False,EFFECTIVE,EFFECTIVE,True,2.468085,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K1.O
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K1/CB,stored recognition scalar,2.862387,2.951077,0.08869,0.364806,0.243116,,,True,EFFECTIVE,EFFECTIVE,True,2.862387,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K1.CB
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K1/A,stored recognition scalar,1.487446,0.102461,-1.384985,-42.273815,0.032762,,,False,EFFECTIVE,EFFECTIVE,True,1.487446,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K1.A
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K1/T,stored recognition scalar,2.848352,3.006423,0.15807,0.659292,0.239757,,,True,EFFECTIVE,EFFECTIVE,True,2.848352,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K1.T
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K1_raw/O,stored recognition scalar,0.2914,0.092541,-0.198858,-3.931242,0.050584,,,False,EFFECTIVE,EFFECTIVE,True,0.2914,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K1_raw.O
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K1_raw/CB,stored recognition scalar,0.914762,0.717455,-0.197308,-0.811578,0.243116,,,False,EFFECTIVE,EFFECTIVE,True,0.914762,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K1_raw.CB
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K1_raw/A,stored recognition scalar,0.081567,0.003357,-0.078211,-2.387218,0.032762,,,False,EFFECTIVE,EFFECTIVE,True,0.081567,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K1_raw.A
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K1_raw/T,stored recognition scalar,0.99633,0.720811,-0.275518,-1.149156,0.239757,,,False,EFFECTIVE,EFFECTIVE,True,0.99633,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K1_raw.T
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K1_windows/A_early_mean,stored recognition scalar,0.125208,0.059285,-0.065923,-2.012176,0.032762,,,False,EFFECTIVE,EFFECTIVE,True,0.125208,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K1_windows.A_early_mean
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K1_windows/A_late_mean,stored recognition scalar,0.044158,-0.017604,-0.061763,-1.885178,0.032762,,,False,EFFECTIVE,EFFECTIVE,True,0.044158,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K1_windows.A_late_mean
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K2/prior,stored recognition scalar,1.013733,1.657002,0.643269,,,,,True,EFFECTIVE,EFFECTIVE,True,1.013733,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K2.prior
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K2/slope,stored recognition scalar,0.672013,0.29122,-0.380793,,,,,False,EFFECTIVE,EFFECTIVE,True,0.672013,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K2.slope
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K2_raw/prior,stored recognition scalar,0.189433,0.304869,0.115436,,,,,True,EFFECTIVE,EFFECTIVE,True,0.189433,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K2_raw.prior
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K2_raw/slope,stored recognition scalar,0.235065,0.069822,-0.165243,,,,,False,EFFECTIVE,EFFECTIVE,True,0.235065,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K2_raw.slope
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K4/peak,stored recognition scalar,0.30714,0.26512,-0.04202,,,,,False,EFFECTIVE,EFFECTIVE,True,0.30714,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K4.peak
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K4/plateau,stored recognition scalar,-1.774629,-2.287009,-0.51238,,,,,False,EFFECTIVE,EFFECTIVE,True,-1.774629,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K4.plateau
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K4/tau_tokens,stored recognition scalar,54.710363,63.099862,8.389499,,,,,True,EFFECTIVE,EFFECTIVE,True,54.710363,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K4.tau_tokens
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K5/mean_gain,stored recognition scalar,2.824272,3.231813,0.407541,,,,,True,EFFECTIVE,EFFECTIVE,True,2.824272,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K5.mean_gain
M6,activation,False,True,HuggingFaceTB__SmolLM3-3B -> mlx-community__SmolLM3-3B-abliterated-bf16,smollm3,False,K5/dispersion,stored recognition scalar,0.156796,0.194333,0.037536,,,,,True,EFFECTIVE,EFFECTIVE,True,0.156796,LANE_C/results/per_ckpt/mlx-community__SmolLM3-3B-abliterated-bf16.json,candidates.K5.dispersion
M6,text,True,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,behaviour/harmful_compliance,behavioural ground truth,0.0,0.244444,0.244444,,,0.11111111111111112,0.37777777777777777,,EFFECTIVE,EFFECTIVE,True,0.0,LANE_C/results/judged/lunahr__Phi-4-mini-instruct-abliterated.jsonl,
M6,text,True,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,behaviour/over_refusal,behavioural ground truth,0.659091,0.0,-0.659091,,,-0.8558819524472698,-0.49292929292929294,,EFFECTIVE,EFFECTIVE,True,0.659091,LANE_C/results/judged/lunahr__Phi-4-mini-instruct-abliterated.jsonl,
M6,text,True,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,behaviour/safe_engagement,behavioural ground truth,0.022222,0.177778,0.155556,,,,,,EFFECTIVE,EFFECTIVE,True,0.022222,LANE_C/results/judged/lunahr__Phi-4-mini-instruct-abliterated.jsonl,
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,instrument/rcontent_heldout_auroc,stored recognition scalar,1.0,1.0,0.0,,,,,,EFFECTIVE,EFFECTIVE,True,1.0,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,instrument.rcontent_heldout_auroc
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,instrument/rcontent_splithalf,stored recognition scalar,0.959526,0.957627,-0.001898,,,,,False,EFFECTIVE,EFFECTIVE,True,0.959526,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,instrument.rcontent_splithalf
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,instrument/cos_rcontent_rrequest,stored recognition scalar,0.340298,0.423221,0.082923,,,,,True,EFFECTIVE,EFFECTIVE,True,0.340298,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,instrument.cos_rcontent_rrequest
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K1/O,stored recognition scalar,2.499187,2.33487,-0.164318,-0.416491,0.394529,,,False,EFFECTIVE,EFFECTIVE,True,2.499187,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K1.O
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K1/CB,stored recognition scalar,2.595008,2.635384,0.040375,0.018885,2.137956,,,True,EFFECTIVE,EFFECTIVE,True,2.595008,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K1.CB
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K1/A,stored recognition scalar,-1.602853,-0.805858,0.796996,7.308602,0.109049,,,True,EFFECTIVE,EFFECTIVE,True,-1.602853,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K1.A
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K1/T,stored recognition scalar,2.577787,2.62076,0.042973,0.020305,2.116354,,,True,EFFECTIVE,EFFECTIVE,True,2.577787,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K1.T
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K1_raw/O,stored recognition scalar,1.091706,0.921173,-0.170533,-0.432246,0.394529,,,False,EFFECTIVE,EFFECTIVE,True,1.091706,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K1_raw.O
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K1_raw/CB,stored recognition scalar,6.112197,5.634334,-0.477863,-0.223514,2.137956,,,False,EFFECTIVE,EFFECTIVE,True,6.112197,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K1_raw.CB
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K1_raw/A,stored recognition scalar,-0.281386,-0.087878,0.193508,1.774505,0.109049,,,True,EFFECTIVE,EFFECTIVE,True,-0.281386,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K1_raw.A
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K1_raw/T,stored recognition scalar,5.830812,5.546456,-0.284356,-0.134361,2.116354,,,False,EFFECTIVE,EFFECTIVE,True,5.830812,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K1_raw.T
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K1_windows/A_early_mean,stored recognition scalar,0.626735,0.557966,-0.068769,-0.630623,0.109049,,,False,EFFECTIVE,EFFECTIVE,True,0.626735,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K1_windows.A_early_mean
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K1_windows/A_late_mean,stored recognition scalar,-0.592432,-0.384716,0.207716,1.904794,0.109049,,,True,EFFECTIVE,EFFECTIVE,True,-0.592432,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K1_windows.A_late_mean
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K2/prior,stored recognition scalar,1.160765,1.009113,-0.151652,,,,,False,EFFECTIVE,EFFECTIVE,True,1.160765,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K2.prior
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K2/slope,stored recognition scalar,0.336582,0.348405,0.011823,,,,,True,EFFECTIVE,EFFECTIVE,True,0.336582,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K2.slope
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K2_raw/prior,stored recognition scalar,4.785733,4.163704,-0.622029,,,,,False,EFFECTIVE,EFFECTIVE,True,4.785733,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K2_raw.prior
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K2_raw/slope,stored recognition scalar,0.76133,0.737349,-0.023981,,,,,False,EFFECTIVE,EFFECTIVE,True,0.76133,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K2_raw.slope
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K4/peak,stored recognition scalar,7.30142,7.480588,0.179167,,,,,True,EFFECTIVE,EFFECTIVE,True,7.30142,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K4.peak
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K4/plateau,stored recognition scalar,1.874374,2.453959,0.579586,,,,,True,EFFECTIVE,EFFECTIVE,True,1.874374,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K4.plateau
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K4/tau_tokens,stored recognition scalar,41.176567,48.094217,6.91765,,,,,True,EFFECTIVE,EFFECTIVE,True,41.176567,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K4.tau_tokens
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K5/mean_gain,stored recognition scalar,2.706202,2.757571,0.051369,,,,,True,EFFECTIVE,EFFECTIVE,True,2.706202,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K5.mean_gain
M6,activation,False,True,microsoft__Phi-4-mini-instruct -> lunahr__Phi-4-mini-instruct-abliterated,phi,False,K5/dispersion,stored recognition scalar,0.146606,0.12607,-0.020536,,,,,False,EFFECTIVE,EFFECTIVE,True,0.146606,LANE_C/results/per_ckpt/lunahr__Phi-4-mini-instruct-abliterated.json,candidates.K5.dispersion
M6,text,True,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,behaviour/harmful_compliance,behavioural ground truth,0.0,0.0,0.0,,,0.0,0.0,,NULL_EDIT,NULL_EDIT,True,0.0,LANE_C/results/judged/Damien420__granite-3.2-2b-instruct-abliterated.jsonl,
M6,text,True,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,behaviour/over_refusal,behavioural ground truth,0.6,0.577778,-0.022222,,,-0.375146237855796,0.26666666666666666,,NULL_EDIT,NULL_EDIT,True,0.6,LANE_C/results/judged/Damien420__granite-3.2-2b-instruct-abliterated.jsonl,
M6,text,True,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,behaviour/safe_engagement,behavioural ground truth,0.0,0.0,0.0,,,,,,NULL_EDIT,NULL_EDIT,True,0.0,LANE_C/results/judged/Damien420__granite-3.2-2b-instruct-abliterated.jsonl,
M6,activation,False,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,instrument/rcontent_heldout_auroc,stored recognition scalar,1.0,1.0,0.0,,,,,,NULL_EDIT,NULL_EDIT,True,1.0,LANE_C/results/per_ckpt/Damien420__granite-3.2-2b-instruct-abliterated.json,instrument.rcontent_heldout_auroc
M6,activation,False,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,instrument/rcontent_splithalf,stored recognition scalar,0.966906,0.966898,-8e-06,,,,,False,NULL_EDIT,NULL_EDIT,True,0.966906,LANE_C/results/per_ckpt/Damien420__granite-3.2-2b-instruct-abliterated.json,instrument.rcontent_splithalf
M6,activation,False,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,instrument/cos_rcontent_rrequest,stored recognition scalar,0.452896,0.462868,0.009972,,,,,False,NULL_EDIT,NULL_EDIT,True,0.452896,LANE_C/results/per_ckpt/Damien420__granite-3.2-2b-instruct-abliterated.json,instrument.cos_rcontent_rrequest
M6,activation,False,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,K1/O,stored recognition scalar,2.112692,2.245129,0.132437,0.795805,0.166419,,,False,NULL_EDIT,NULL_EDIT,True,2.112692,LANE_C/results/per_ckpt/Damien420__granite-3.2-2b-instruct-abliterated.json,candidates.K1.O
M6,activation,False,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,K1/CB,stored recognition scalar,2.586017,2.593312,0.007295,0.01307,0.558149,,,False,NULL_EDIT,NULL_EDIT,True,2.586017,LANE_C/results/per_ckpt/Damien420__granite-3.2-2b-instruct-abliterated.json,candidates.K1.CB
M6,activation,False,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,K1/A,stored recognition scalar,-0.5213,-0.400338,0.120962,4.137186,0.029238,,,False,NULL_EDIT,NULL_EDIT,True,-0.5213,LANE_C/results/per_ckpt/Damien420__granite-3.2-2b-instruct-abliterated.json,candidates.K1.A
M6,activation,False,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,K1/T,stored recognition scalar,2.56814,2.575546,0.007407,0.013286,0.557454,,,False,NULL_EDIT,NULL_EDIT,True,2.56814,LANE_C/results/per_ckpt/Damien420__granite-3.2-2b-instruct-abliterated.json,candidates.K1.T
M6,activation,False,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,K1_raw/O,stored recognition scalar,0.344125,0.373632,0.029507,0.177305,0.166419,,,False,NULL_EDIT,NULL_EDIT,True,0.344125,LANE_C/results/per_ckpt/Damien420__granite-3.2-2b-instruct-abliterated.json,candidates.K1_raw.O
M6,activation,False,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,K1_raw/CB,stored recognition scalar,1.425364,1.447453,0.022089,0.039575,0.558149,,,False,NULL_EDIT,NULL_EDIT,True,1.425364,LANE_C/results/per_ckpt/Damien420__granite-3.2-2b-instruct-abliterated.json,candidates.K1_raw.CB
M6,activation,False,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,K1_raw/A,stored recognition scalar,-0.017381,-0.011705,0.005676,0.19414,0.029238,,,False,NULL_EDIT,NULL_EDIT,True,-0.017381,LANE_C/results/per_ckpt/Damien420__granite-3.2-2b-instruct-abliterated.json,candidates.K1_raw.A
M6,activation,False,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,K1_raw/T,stored recognition scalar,1.407983,1.435748,0.027765,0.049807,0.557454,,,False,NULL_EDIT,NULL_EDIT,True,1.407983,LANE_C/results/per_ckpt/Damien420__granite-3.2-2b-instruct-abliterated.json,candidates.K1_raw.T
M6,activation,False,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,K1_windows/A_early_mean,stored recognition scalar,0.253418,0.245676,-0.007742,-0.264792,0.029238,,,False,NULL_EDIT,NULL_EDIT,True,0.253418,LANE_C/results/per_ckpt/Damien420__granite-3.2-2b-instruct-abliterated.json,candidates.K1_windows.A_early_mean
M6,activation,False,True,ibm-granite__granite-3.2-2b-instruct -> Damien420__granite-3.2-2b-instruct-abliterated,granite,False,K1_windows/A_late_mean,stored recognition scalar,-0.194927,-0.203114,-0.008187,-0.280002,0.029238,,,False,NULL_EDIT,NULL_EDIT,True,-0.194927,LANE_C/results/per_ckpt/Damien420__granite-3.2-2b-instruct-abliterated.json,candidates.K1_windows.A_late_mean
